Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
7/23/2024,103.4,87.4,70.7,59.5,46.8,21.7,47.0,27.0,10.0,9.1,3.6,0.0,30.09,30.0,0.0
7/24/2024,104.5,90.8,76.2,53.7,49.5,44.7,44.0,26.0,14.0,14.0,4.0,0.0,30.03,29.85,0.0
7/25/2024,102.7,90.5,77.3,53.7,48.3,43.3,41.0,25.0,14.0,15.2,4.0,0.0,29.88,29.71,0.0
7/26/2024,101.4,86.6,74.4,61.1,55.4,43.3,61.0,37.0,19.0,9.8,3.6,0.0,29.82,29.71,0.0
7/27/2024,102.0,87.5,73.9,59.3,54.8,48.3,59.0,35.0,17.0,11.6,4.0,0.0,29.88,29.79,0.0
7/28/2024,100.4,87.5,73.9,56.8,52.7,48.5,46.0,32.0,18.0,16.3,6.7,0.0,29.97,29.85,0.0
7/29/2024,99.6,84.4,75.7,63.3,56.1,49.8,59.0,39.0,21.0,18.3,5.2,0.0,30.03,29.88,0.01
7/30/2024,100.4,87.3,73.9,62.6,53.6,49.2,60.0,34.0,19.0,18.5,5.8,0.0,29.97,29.85,0.0
7/31/2024,97.5,86.7,75.3,54.8,50.6,47.1,41.0,30.0,20.0,18.3,5.9,0.0,29.94,29.88,0.0
8/1/2024,98.6,87.1,75.7,51.8,45.5,39.5,34.0,24.0,14.0,22.1,5.0,0.0,29.91,29.82,0.0
8/2/2024,91.7,81.8,73.7,61.7,52.4,45.3,44.0,37.0,25.0,16.1,6.0,0.0,29.85,29.79,0.0
8/3/2024,88.3,86.5,85.4,53.7,50.3,48.7,31.0,29.0,27.0,7.1,2.8,0.0,29.88,29.85,0.0
8/4/2024,100.0,83.1,73.5,60.6,49.1,43.5,47.0,32.0,16.0,9.8,4.1,0.0,29.94,29.82,0.0
8/5/2024,89.7,80.9,74.1,59.3,50.5,44.9,50.0,35.0,27.0,10.5,3.2,0.0,29.88,29.85,0.0
8/6/2024,99.8,88.4,74.4,50.0,45.9,41.5,36.0,24.0,16.0,21.0,3.9,0.0,29.85,29.73,0.0
8/7/2024,100.9,87.3,74.4,56.3,47.0,37.0,49.0,27.0,12.0,13.8,3.1,0.0,29.85,29.79,0.0
8/8/2024,102.3,87.8,73.9,57.2,49.8,40.2,50.0,30.0,13.0,12.5,3.6,0.0,29.94,29.82,0.0
8/9/2024,102.9,88.9,75.3,55.2,48.3,41.5,42.0,26.0,13.0,16.7,4.1,0.0,30.0,29.91,0.0
8/10/2024,99.8,88.6,76.1,53.0,47.5,41.3,42.0,26.0,14.0,19.4,6.5,0.0,30.03,29.88,0.0
8/11/2024,99.6,88.0,74.4,54.5,47.7,39.3,41.0,26.0,15.0,22.5,6.3,0.0,29.94,29.79,0.0
8/12/2024,88.3,82.5,77.9,53.7,49.6,46.9,43.0,32.0,24.0,20.1,6.6,0.0,29.85,29.82,0.0
8/13/2024,85.4,80.7,74.8,59.3,54.1,48.9,50.0,40.0,30.0,16.3,6.5,0.0,29.85,29.76,0.0
8/14/2024,91.2,77.8,65.6,57.5,53.4,46.9,69.0,45.0,27.0,13.1,4.3,0.0,29.94,29.82,0.0
8/15/2024,90.6,74.8,59.5,55.0,46.9,37.9,66.0,41.0,19.0,11.1,4.8,0.0,30.0,29.91,0.0
8/16/2024,96.8,81.0,66.3,58.4,47.7,39.9,58.0,34.0,15.0,10.7,3.5,0.0,30.03,29.91,0.0
8/17/2024,96.4,83.0,69.9,57.3,46.6,41.3,52.0,29.0,18.0,13.8,4.3,0.0,30.0,29.85,0.0
8/18/2024,97.1,84.3,73.2,58.6,52.3,43.5,54.0,35.0,17.0,14.0,4.0,0.0,29.94,29.82,0.0
8/19/2024,97.3,82.2,68.7,57.3,48.3,40.2,47.0,32.0,20.0,11.4,4.5,0.0,29.94,29.82,0.0
8/20/2024,100.0,85.0,70.1,56.6,47.1,40.4,47.0,28.0,18.0,9.6,3.7,0.0,29.91,29.85,0.0
8/21/2024,101.3,83.6,69.9,60.2,52.7,44.2,57.0,37.0,17.0,12.7,5.8,0.0,29.97,29.85,0.0
8/22/2024,96.2,85.2,73.9,63.6,55.0,43.1,61.0,38.0,20.0,17.4,4.5,0.0,29.94,29.85,0.0
8/23/2024,99.3,84.4,72.6,62.4,47.0,39.3,39.0,28.0,18.0,19.0,3.8,0.0,29.94,29.82,0.0
8/24/2024,94.6,82.7,71.9,62.2,54.5,45.3,63.0,41.0,23.0,16.1,5.3,0.0,29.91,29.82,0.0
8/25/2024,95.0,81.7,69.0,66.0,54.4,45.1,66.0,42.0,20.0,14.0,4.6,0.0,29.97,29.88,0.0
8/26/2024,94.1,80.9,72.1,65.4,58.8,46.7,79.0,51.0,21.0,13.8,4.3,0.0,30.0,29.88,0.0
8/27/2024,94.6,82.7,69.9,66.5,54.2,41.5,82.0,42.0,16.0,14.5,4.5,0.0,29.94,29.82,0.0
8/28/2024,96.9,84.7,71.4,55.5,50.4,42.0,45.0,31.0,22.0,18.5,4.3,0.0,29.91,29.79,0.0
8/29/2024,85.1,74.8,64.9,72.3,63.3,51.0,93.0,70.0,32.0,18.3,3.3,0.0,29.97,29.85,0.62
8/30/2024,88.5,76.4,68.1,66.9,63.6,59.3,87.0,67.0,40.0,12.5,1.8,0.0,29.94,29.82,0.0
8/31/2024,87.9,73.5,66.3,68.0,61.6,58.1,82.0,68.0,41.0,12.3,0.7,0.0,29.94,29.82,0.0
9/1/2024,88.1,77.0,68.5,67.8,60.3,50.1,88.0,60.0,30.0,14.9,1.9,0.0,29.91,29.82,0.0
9/2/2024,89.6,77.8,67.2,66.5,57.4,49.2,84.0,54.0,26.0,13.4,3.1,0.0,29.88,29.76,0.0
9/3/2024,87.9,76.9,66.5,63.3,57.6,47.1,85.0,55.0,29.0,15.2,3.9,0.0,29.85,29.79,0.0
9/4/2024,83.3,73.1,67.1,61.8,56.6,47.4,81.0,59.0,35.0,13.4,4.5,0.0,29.91,29.82,0.0
9/5/2024,82.5,70.1,58.4,53.4,48.6,41.7,70.0,49.0,27.0,15.2,4.4,0.0,29.91,29.62,0.0
9/6/2024,77.9,68.8,59.9,49.4,41.7,25.7,61.0,40.0,19.0,15.6,5.3,0.0,29.68,29.59,0.0
9/7/2024,77.3,66.3,55.5,43.1,38.7,29.3,61.0,39.0,20.0,14.5,5.3,0.0,29.82,29.65,0.0
9/8/2024,80.7,70.0,60.4,50.9,45.1,39.3,59.0,42.0,30.0,20.5,5.7,0.0,29.91,29.76,0.0
9/9/2024,86.1,72.8,60.0,50.0,42.7,38.8,56.0,36.0,20.0,10.2,2.6,0.0,30.03,29.91,0.0
9/10/2024,89.7,74.5,61.1,53.7,46.1,38.6,71.0,40.0,18.0,10.2,3.5,0.0,30.0,29.88,0.0
9/11/2024,86.9,74.7,63.5,47.4,41.9,28.2,54.0,33.0,12.0,11.1,4.0,0.0,29.97,29.88,0.0
9/12/2024,82.7,72.2,62.4,51.6,46.3,37.5,56.0,41.0,26.0,16.1,4.1,0.0,29.97,29.88,0.0
9/13/2024,73.9,65.2,54.8,52.1,41.8,33.2,68.0,45.0,23.0,13.6,6.4,1.7,30.09,29.97,0.0
9/14/2024,84.7,66.7,53.6,52.7,43.3,37.2,56.0,44.0,26.0,13.6,4.1,0.0,30.12,30.03,0.0
9/15/2024,90.1,73.3,58.2,46.0,38.2,27.5,50.0,31.0,11.0,9.6,3.1,0.0,30.06,29.94,0.0
9/16/2024,85.6,71.6,57.7,36.5,27.1,20.6,27.0,20.0,12.0,20.5,5.4,0.0,30.0,29.88,0.0
9/17/2024,81.3,69.0,57.9,43.5,39.0,34.5,51.0,35.0,20.0,17.4,6.3,0.0,29.91,29.73,0.0
9/18/2024,83.1,69.5,58.8,56.6,50.7,39.2,69.0,53.0,30.0,19.4,5.2,0.0,29.85,29.76,0.0
9/19/2024,74.3,64.2,57.9,61.8,56.6,54.5,93.0,77.0,54.0,12.3,4.3,0.0,29.88,29.79,0.23
9/20/2024,71.2,62.6,57.3,59.3,56.7,54.8,93.0,82.0,61.0,8.0,1.2,0.0,29.91,29.82,0.0
9/21/2024,74.3,66.1,62.0,61.1,57.5,51.4,94.0,76.0,46.0,17.8,1.8,0.0,29.88,29.79,0.01
9/22/2024,75.3,66.3,58.4,55.5,51.2,46.4,80.0,60.0,36.0,21.4,2.7,0.0,29.94,29.85,0.0
9/23/2024,74.8,65.4,55.7,50.1,47.4,41.5,75.0,54.0,31.0,20.3,4.4,0.0,29.94,29.85,0.0
9/24/2024,67.6,62.2,57.5,49.2,41.9,36.5,67.0,48.0,36.0,17.6,5.3,0.0,29.91,29.85,0.0
9/25/2024,73.0,64.3,59.3,64.0,56.6,49.2,89.0,77.0,65.0,18.5,6.7,0.0,29.94,29.88,0.0
9/26/2024,70.5,65.4,61.8,63.5,59.8,55.2,93.0,83.0,59.0,25.5,10.1,0.0,29.88,29.82,0.01
9/27/2024,70.3,60.8,54.1,57.3,46.4,32.9,92.0,64.0,33.0,20.5,5.5,0.0,30.03,29.88,0.0
9/28/2024,70.8,58.3,47.8,39.7,34.9,27.5,71.0,44.0,22.0,15.6,3.7,0.0,30.15,30.06,0.0
9/29/2024,79.3,63.0,49.6,47.6,38.2,29.6,68.0,43.0,17.0,11.1,3.0,0.0,30.15,30.06,0.0
9/30/2024,85.4,69.3,54.8,41.7,37.7,33.6,58.0,34.0,17.0,7.6,1.8,0.0,30.09,29.97,0.0
