Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
7/23/2024,107.1,80.9,57.4,61.2,48.1,39.4,61.0,36.0,14.0,4.9,0.2,0.0,29.94,29.84,0.0
7/24/2024,107.6,83.3,60.1,60.1,50.7,44.4,65.0,37.0,15.0,5.1,0.3,0.0,29.89,29.71,0.0
7/25/2024,107.8,84.6,63.5,62.8,51.5,46.4,65.0,36.0,14.0,5.4,0.3,0.0,29.74,29.54,0.0
7/26/2024,105.4,84.8,64.6,63.5,58.8,53.2,78.0,46.0,20.0,4.0,0.2,0.0,29.67,29.58,0.0
7/27/2024,103.8,84.7,65.8,62.2,58.2,52.9,74.0,44.0,20.0,4.9,0.2,0.0,29.73,29.64,0.0
7/28/2024,106.7,87.2,68.2,63.7,52.5,47.5,55.0,32.0,16.0,4.3,0.2,0.0,29.82,29.71,0.0
7/29/2024,102.2,81.7,65.1,67.6,55.9,51.1,89.0,44.0,21.0,4.7,0.2,0.0,29.92,29.76,0.06
7/30/2024,107.2,85.5,65.7,62.6,55.0,46.2,78.0,41.0,15.0,6.0,0.4,0.0,29.85,29.69,0.0
7/31/2024,104.0,81.6,60.3,57.7,51.4,47.3,67.0,39.0,16.0,5.8,0.4,0.0,29.81,29.72,0.0
8/1/2024,105.4,80.6,56.1,55.2,48.1,39.9,71.0,38.0,12.0,7.4,0.4,0.0,29.78,29.65,0.0
8/2/2024,100.2,78.6,57.6,58.5,51.3,45.5,67.0,41.0,19.0,7.4,0.5,0.0,29.75,29.65,0.0
8/3/2024,102.6,81.0,62.1,60.1,53.4,47.5,75.0,43.0,17.0,5.8,0.7,0.0,29.78,29.69,0.0
8/4/2024,104.0,82.6,62.6,65.3,53.8,44.6,67.0,40.0,19.0,5.4,0.4,0.0,29.8,29.68,0.0
8/5/2024,106.2,82.3,61.9,62.1,51.3,46.0,64.0,38.0,16.0,6.0,0.6,0.0,29.74,29.62,0.0
8/6/2024,105.8,81.8,59.9,63.9,48.6,43.9,61.0,35.0,14.0,6.3,0.5,0.0,29.7,29.58,0.0
8/7/2024,105.6,81.7,58.8,59.7,49.7,44.4,67.0,37.0,15.0,5.8,0.3,0.0,29.72,29.63,0.0
8/8/2024,107.8,83.6,61.9,57.4,51.9,44.4,73.0,39.0,13.0,3.6,0.2,0.0,29.79,29.71,0.0
8/9/2024,108.5,83.9,63.9,61.5,51.1,45.0,66.0,36.0,15.0,4.7,0.2,0.0,29.88,29.78,0.0
8/10/2024,105.4,85.7,67.6,56.1,49.6,42.8,59.0,32.0,13.0,3.4,0.2,0.0,29.9,29.76,0.0
8/11/2024,105.6,86.3,67.6,59.4,51.8,46.8,56.0,33.0,16.0,3.4,0.2,0.0,29.82,29.65,0.0
8/12/2024,103.3,85.0,65.7,59.0,54.4,48.6,63.0,38.0,18.0,4.5,0.3,0.0,29.73,29.6,0.0
8/13/2024,91.6,77.6,60.6,59.7,53.2,43.0,75.0,45.0,19.0,7.4,0.7,0.0,29.71,29.6,0.0
8/14/2024,91.2,74.7,58.5,58.6,54.7,50.5,81.0,53.0,27.0,9.2,1.0,0.0,29.83,29.68,0.0
8/15/2024,94.3,72.0,50.9,55.0,48.3,40.3,78.0,47.0,20.0,9.6,0.7,0.0,29.86,29.76,0.0
8/16/2024,96.6,74.2,54.3,57.0,47.4,38.3,80.0,45.0,15.0,4.7,0.3,0.0,29.88,29.77,0.0
8/17/2024,100.6,77.2,55.0,59.9,48.4,38.3,79.0,40.0,18.0,4.0,0.3,0.0,29.86,29.71,0.0
8/18/2024,97.7,77.9,59.7,58.6,50.5,43.2,68.0,41.0,21.0,6.9,0.6,0.0,29.78,29.69,0.0
8/19/2024,98.4,78.1,58.8,71.4,50.1,39.0,64.0,41.0,21.0,6.0,0.5,0.0,29.79,29.68,0.0
8/20/2024,100.2,77.9,56.1,55.2,47.3,41.9,61.0,37.0,18.0,6.0,0.4,0.0,29.77,29.69,0.0
8/21/2024,102.7,82.8,66.6,63.0,54.6,45.0,60.0,39.0,20.0,7.2,0.4,0.0,29.84,29.71,0.0
8/22/2024,101.8,81.0,63.7,64.9,57.8,49.1,81.0,50.0,21.0,5.8,0.3,0.0,29.79,29.68,0.0
8/23/2024,102.7,77.6,57.4,64.6,53.2,46.4,75.0,47.0,18.0,4.0,0.2,0.0,29.79,29.69,0.0
8/24/2024,101.5,80.3,63.5,62.6,55.7,48.9,83.0,48.0,21.0,4.5,0.3,0.0,29.77,29.68,0.0
8/25/2024,99.9,79.5,64.2,64.8,56.2,47.7,75.0,48.0,21.0,4.5,0.3,0.0,29.83,29.73,0.0
8/26/2024,98.6,78.4,63.0,66.7,58.5,49.1,83.0,55.0,23.0,3.8,0.3,0.0,29.86,29.73,0.0
8/27/2024,68.7,63.9,59.9,56.1,51.7,48.2,86.0,65.0,50.0,2.5,0.1,0.0,29.79,29.76,0.0
9/11/2024,87.6,73.3,62.2,46.2,41.6,34.5,55.0,34.0,16.0,3.8,0.4,0.0,29.81,29.74,0.0
9/12/2024,84.6,68.4,52.0,53.6,48.8,45.3,81.0,53.0,30.0,6.9,0.6,0.0,29.83,29.74,0.0
9/13/2024,78.8,63.6,50.9,51.6,42.5,36.5,73.0,49.0,23.0,11.4,1.3,0.0,29.95,29.82,0.0
9/14/2024,88.3,64.2,46.8,52.7,44.4,38.5,73.0,51.0,24.0,3.8,0.4,0.0,29.99,29.87,0.0
9/15/2024,92.1,65.3,44.1,46.9,39.5,29.3,84.0,47.0,13.0,7.6,0.6,0.0,29.92,29.79,0.0
9/16/2024,90.3,66.1,41.7,43.2,29.8,18.5,51.0,29.0,11.0,9.0,0.7,0.0,29.86,29.72,0.0
9/17/2024,89.2,66.8,51.4,49.3,39.8,35.2,67.0,41.0,17.0,6.7,0.4,0.0,29.78,29.59,0.0
9/18/2024,86.2,65.2,50.2,58.5,51.8,37.4,90.0,65.0,35.0,2.7,0.1,0.0,29.72,29.63,0.0
9/19/2024,77.5,62.8,54.0,60.6,56.5,51.1,98.0,81.0,51.0,4.9,0.2,0.0,29.75,29.67,1.39
9/20/2024,75.6,60.1,53.1,65.5,57.1,52.7,99.0,91.0,58.0,2.0,0.0,0.0,29.78,29.68,0.05
9/21/2024,78.6,65.5,56.7,65.3,59.1,53.8,98.0,82.0,48.0,5.6,0.3,0.0,29.73,29.66,0.1
9/22/2024,80.1,62.9,49.8,59.0,52.8,49.1,97.0,74.0,35.0,3.8,0.3,0.0,29.79,29.71,0.0
9/23/2024,79.0,60.6,46.2,55.9,49.1,44.8,96.0,71.0,33.0,4.9,0.3,0.0,29.8,29.7,0.0
9/24/2024,76.1,59.4,45.9,52.7,45.7,38.8,92.0,65.0,27.0,4.9,0.4,0.0,29.78,29.7,0.0
9/25/2024,75.6,65.1,57.6,62.1,55.7,47.3,82.0,72.0,59.0,6.3,0.5,0.0,29.79,29.72,0.0
9/26/2024,76.3,67.0,62.6,63.9,60.3,55.6,94.0,80.0,54.0,8.5,1.1,0.0,29.75,29.67,0.0
9/27/2024,72.1,60.9,50.4,57.4,46.1,35.2,95.0,62.0,33.0,8.5,1.2,0.0,29.91,29.73,0.0
9/28/2024,76.3,54.6,37.9,41.9,37.7,30.7,91.0,58.0,20.0,6.5,0.6,0.0,30.01,29.9,0.0
9/29/2024,84.7,56.9,38.7,50.9,40.3,36.1,92.0,60.0,20.0,4.7,0.2,0.0,30.01,29.91,0.0
9/30/2024,88.9,61.1,41.7,48.7,41.1,38.1,88.0,55.0,19.0,4.3,0.2,0.0,29.97,29.83,0.0
