Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
8/18/2024,95.7,81.5,68.9,58.8,50.9,42.6,59.0,36.0,20.0,16.1,3.5,0.0,29.94,29.85,0.0
8/19/2024,98.2,80.5,62.9,56.6,48.1,42.9,52.0,34.0,20.0,13.6,2.2,0.0,29.97,29.82,0.0
8/20/2024,100.2,82.8,64.2,52.1,45.1,39.2,44.0,28.0,16.0,12.9,1.6,0.0,29.94,29.85,0.0
8/21/2024,99.6,83.5,67.8,61.3,53.0,44.4,61.0,37.0,18.0,11.1,2.7,0.0,30.0,29.85,0.0
8/22/2024,98.6,85.4,72.5,63.6,57.1,46.7,68.0,42.0,20.0,13.1,1.9,0.0,29.94,29.85,0.0
8/23/2024,99.8,82.5,66.2,62.2,51.5,41.0,63.0,36.0,18.0,14.0,2.2,0.0,29.94,29.85,0.0
8/24/2024,97.5,83.4,69.0,62.0,55.3,47.6,75.0,42.0,21.0,15.6,2.0,0.0,29.91,29.85,0.0
8/25/2024,96.9,80.7,65.6,65.6,55.9,46.4,73.0,46.0,20.0,13.6,3.5,0.0,30.0,29.88,0.0
8/26/2024,96.4,80.6,68.0,65.6,57.5,48.0,78.0,49.0,22.0,11.8,1.2,0.0,30.03,29.88,0.0
8/27/2024,97.5,82.7,67.6,66.3,54.6,42.9,79.0,43.0,16.0,12.0,1.8,0.0,29.97,29.85,0.0
8/28/2024,99.5,85.1,70.8,63.1,54.8,46.0,65.0,37.0,23.0,10.7,1.4,0.0,29.94,29.82,0.0
8/29/2024,86.0,76.3,68.3,70.5,64.8,58.1,90.0,69.0,39.0,10.2,2.1,0.0,29.97,29.85,0.56
8/30/2024,89.6,75.8,66.2,71.4,64.3,61.1,86.0,69.0,40.0,14.0,1.3,0.0,29.97,29.85,0.06
8/31/2024,87.2,71.6,63.3,71.2,62.2,57.2,87.0,73.0,43.0,11.8,2.2,0.0,29.97,29.85,0.34
9/1/2024,88.8,76.0,66.9,70.8,62.7,54.5,89.0,67.0,31.0,10.7,1.5,0.0,29.91,29.82,0.0
9/2/2024,91.5,77.6,64.7,67.2,59.6,50.1,87.0,58.0,25.0,12.9,1.8,0.0,29.91,29.76,0.0
9/3/2024,89.7,77.0,65.6,65.8,60.6,51.8,86.0,61.0,28.0,23.2,2.7,0.0,29.88,29.79,0.0
9/4/2024,81.6,71.7,64.5,61.5,57.1,51.0,83.0,63.0,36.0,15.6,2.9,0.0,29.94,29.85,0.0
9/5/2024,82.7,68.8,53.9,52.7,48.7,42.4,80.0,52.0,29.0,10.7,2.3,0.0,29.94,29.65,0.0
9/6/2024,80.6,71.3,61.8,50.7,43.9,30.0,60.0,39.0,24.0,15.6,2.9,0.0,29.68,29.62,0.0
9/7/2024,81.1,67.0,50.5,44.0,35.9,28.2,59.0,34.0,18.0,14.0,2.1,0.0,29.85,29.68,0.0
9/8/2024,75.9,64.0,54.8,49.2,42.9,38.6,59.0,47.0,32.0,12.7,1.5,0.0,29.88,29.79,0.0
9/14/2024,82.5,75.0,63.3,51.2,45.9,41.1,46.0,36.0,27.0,14.0,2.0,0.0,30.15,30.03,0.0
9/15/2024,90.1,70.1,53.4,43.8,37.8,28.4,63.0,36.0,13.0,10.7,1.4,0.0,30.09,29.97,0.0
9/16/2024,86.3,70.5,50.3,37.2,27.5,14.3,36.0,21.0,13.0,17.4,3.1,0.0,30.03,29.88,0.0
9/17/2024,86.3,68.9,55.7,45.6,39.1,33.0,59.0,36.0,16.0,14.0,2.1,0.0,29.94,29.76,0.0
9/18/2024,85.2,68.6,53.4,57.5,50.8,39.0,83.0,56.0,24.0,12.0,1.4,0.0,29.88,29.79,0.0
9/19/2024,76.4,64.1,57.7,59.3,56.2,52.8,91.0,77.0,50.0,13.1,1.2,0.0,29.91,29.85,1.05
9/20/2024,75.0,63.0,56.1,60.6,56.4,53.2,92.0,80.0,52.0,6.7,0.3,0.0,29.94,29.85,0.0
9/21/2024,75.5,67.5,62.4,61.7,58.2,52.5,91.0,73.0,50.0,14.0,2.6,0.0,29.88,29.82,0.09
9/22/2024,77.0,65.2,54.1,57.7,52.3,47.3,89.0,66.0,36.0,14.3,2.1,0.0,29.94,29.88,0.0
9/23/2024,77.3,64.1,51.6,55.2,48.7,42.6,86.0,61.0,30.0,15.2,1.5,0.0,29.97,29.88,0.0
9/24/2024,72.6,62.4,52.3,48.7,44.4,36.5,74.0,54.0,28.0,14.3,2.5,0.0,29.94,29.88,0.0
9/25/2024,74.8,66.1,59.5,62.0,55.6,47.4,78.0,69.0,58.0,14.5,3.6,0.0,29.94,29.88,0.0
9/26/2024,72.5,67.7,63.6,63.1,59.5,54.5,85.0,76.0,54.0,23.9,6.9,0.0,29.91,29.82,0.0
9/27/2024,69.9,61.9,54.6,57.9,45.3,34.1,87.0,59.0,33.0,30.6,6.3,0.0,30.09,29.91,0.0
9/28/2024,72.1,57.2,44.6,41.5,37.4,32.9,78.0,51.0,26.0,15.2,2.3,0.0,30.18,30.09,0.0
9/29/2024,79.1,60.4,45.5,49.2,39.4,32.7,80.0,50.0,19.0,12.7,1.1,0.0,30.18,30.09,0.0
9/30/2024,86.0,65.7,50.5,43.8,38.5,35.6,64.0,40.0,17.0,9.6,0.9,0.0,30.12,30.0,0.0
