Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
7/23/2024,105.8,88.0,72.3,58.1,48.5,33.6,45.0,27.0,15.0,8.7,1.2,0.0,30.21,30.1,0.0
7/24/2024,108.1,91.4,77.2,55.9,51.0,44.2,41.0,27.0,16.0,8.5,1.5,0.0,30.15,29.97,0.0
7/25/2024,107.1,91.0,78.4,55.2,49.9,43.3,40.0,26.0,14.0,8.5,1.4,0.0,30.01,29.81,0.0
7/26/2024,105.1,88.1,74.7,60.8,56.4,43.3,57.0,36.0,20.0,7.8,1.6,0.0,29.94,29.86,0.0
7/27/2024,104.4,89.4,75.6,61.3,55.8,50.4,57.0,34.0,17.0,8.7,1.5,0.0,29.99,29.9,0.0
7/28/2024,104.2,89.1,76.5,56.8,53.1,49.3,44.0,31.0,18.0,11.2,2.7,0.0,30.08,29.96,0.0
7/29/2024,99.9,86.5,77.2,68.0,55.9,53.1,52.0,36.0,24.0,18.3,1.8,0.0,30.15,30.0,0.0
7/30/2024,103.5,88.1,76.1,56.7,53.6,48.6,47.0,33.0,19.0,10.1,1.8,0.0,30.1,29.96,0.0
7/31/2024,101.3,87.6,72.0,55.6,50.6,43.0,51.0,30.0,15.0,8.7,1.5,0.0,30.06,29.98,0.0
8/1/2024,102.9,87.3,68.9,51.8,44.9,34.3,44.0,25.0,10.0,12.1,1.4,0.0,30.03,29.92,0.0
8/2/2024,96.4,83.0,69.4,70.0,53.2,45.3,90.0,37.0,26.0,16.6,1.5,0.0,30.01,29.9,0.2
8/3/2024,101.1,84.0,67.6,57.9,54.7,49.8,66.0,40.0,20.0,7.6,1.5,0.0,30.05,29.94,0.0
8/4/2024,102.9,87.1,72.9,60.1,50.6,45.3,42.0,30.0,17.0,8.1,1.4,0.0,30.07,29.94,0.0
8/5/2024,103.3,89.1,75.6,59.5,48.8,40.3,40.0,26.0,13.0,12.8,1.6,0.0,30.0,29.89,0.0
8/6/2024,103.5,88.0,71.4,50.9,46.7,42.1,42.0,25.0,14.0,7.6,1.2,0.0,29.96,29.86,0.0
8/7/2024,103.8,86.8,72.3,57.2,48.4,39.9,43.0,29.0,13.0,7.6,1.0,0.0,29.98,29.9,0.0
8/8/2024,105.3,87.8,72.9,56.7,50.7,42.8,52.0,30.0,13.0,7.4,1.2,0.0,30.06,29.95,0.0
8/9/2024,106.5,88.7,75.2,56.8,50.7,43.9,47.0,29.0,13.0,10.5,1.3,0.0,30.14,30.02,0.0
8/10/2024,102.6,89.2,76.5,53.2,48.6,41.4,43.0,26.0,14.0,11.0,2.4,0.0,30.16,30.02,0.0
8/11/2024,102.9,88.6,75.9,55.9,49.5,43.2,41.0,27.0,15.0,9.0,2.0,0.0,30.08,29.91,0.0
8/12/2024,101.1,87.4,75.2,56.7,52.6,45.5,47.0,32.0,17.0,8.5,1.8,0.0,30.0,29.88,0.0
8/13/2024,92.5,80.3,72.7,60.4,54.5,49.1,56.0,42.0,26.0,11.9,2.1,0.0,29.96,29.87,0.01
8/14/2024,90.9,77.0,66.7,57.4,53.3,43.3,68.0,45.0,28.0,11.0,2.0,0.0,30.07,29.95,0.0
8/15/2024,91.6,73.9,57.9,53.4,46.9,39.7,65.0,41.0,20.0,9.8,1.9,0.0,30.12,30.03,0.0
8/16/2024,97.5,80.5,64.4,57.2,48.0,38.7,59.0,35.0,17.0,7.6,1.2,0.0,30.13,30.03,0.0
8/17/2024,99.0,83.1,66.2,55.4,46.6,41.0,45.0,29.0,17.0,11.2,1.3,0.0,30.12,29.97,0.0
8/18/2024,98.1,83.6,72.0,58.6,53.9,47.1,57.0,37.0,22.0,10.1,1.9,0.0,30.05,29.95,0.0
8/19/2024,99.5,81.4,66.6,56.1,48.2,42.8,47.0,33.0,21.0,8.5,1.7,0.0,30.05,29.94,0.0
8/20/2024,100.8,84.6,70.5,52.5,46.7,40.8,40.0,28.0,18.0,7.4,1.2,0.0,30.04,29.95,0.0
8/21/2024,100.9,83.1,69.3,58.6,52.6,44.6,59.0,38.0,17.0,11.2,2.6,0.0,30.11,29.96,0.0
8/22/2024,100.2,85.2,73.6,62.1,54.9,43.2,57.0,38.0,20.0,10.5,1.5,0.0,30.06,29.94,0.0
8/23/2024,101.7,84.4,69.8,58.1,47.2,37.9,42.0,28.0,18.0,14.3,1.4,0.0,30.05,29.95,0.0
8/24/2024,98.2,83.6,71.8,62.4,54.5,46.0,59.0,39.0,21.0,9.2,1.6,0.0,30.02,29.94,0.0
8/25/2024,97.3,81.4,68.2,63.9,54.5,45.9,67.0,43.0,20.0,9.6,2.0,0.0,30.09,29.99,0.0
8/26/2024,96.8,80.7,69.8,65.8,57.0,50.0,65.0,46.0,24.0,14.3,1.4,0.0,30.12,29.99,0.0
8/27/2024,98.4,83.6,69.6,64.8,52.9,47.7,64.0,37.0,19.0,8.1,1.3,0.0,30.06,29.94,0.0
8/28/2024,100.2,84.0,68.9,57.4,50.9,45.1,47.0,33.0,21.0,8.3,1.1,0.0,30.03,29.91,0.0
8/29/2024,83.5,75.1,65.7,70.2,63.3,51.4,93.0,69.0,34.0,9.2,2.0,0.0,30.08,29.95,0.59
8/30/2024,90.7,75.3,67.3,68.2,63.9,60.8,89.0,70.0,39.0,8.7,1.4,0.0,30.07,29.93,0.14
8/31/2024,82.6,72.3,64.8,64.9,61.1,58.5,84.0,69.0,50.0,8.5,1.9,0.0,30.06,29.94,0.04
9/1/2024,90.9,77.5,68.2,68.2,60.9,51.6,89.0,60.0,32.0,9.2,1.3,0.0,30.02,29.92,0.0
9/2/2024,92.7,79.0,67.5,65.8,58.3,48.0,82.0,53.0,23.0,7.8,1.5,0.0,29.99,29.86,0.0
9/3/2024,91.2,76.7,66.6,64.6,58.0,47.8,82.0,57.0,26.0,8.5,1.9,0.0,29.98,29.89,0.0
9/4/2024,83.8,72.5,66.6,60.1,55.6,46.9,77.0,57.0,35.0,10.5,2.4,0.0,30.04,29.96,0.0
9/5/2024,83.8,68.9,56.8,52.0,48.9,41.7,74.0,51.0,28.0,8.7,1.6,0.0,30.03,29.73,0.0
9/6/2024,80.6,68.8,58.8,50.2,41.2,26.2,65.0,40.0,16.0,10.3,1.5,0.0,29.77,29.69,0.0
9/7/2024,81.7,66.7,51.8,44.4,39.5,30.0,64.0,39.0,21.0,7.6,1.3,0.0,29.93,29.76,0.0
9/8/2024,85.3,69.4,56.5,50.0,44.1,39.4,63.0,41.0,27.0,10.5,1.5,0.0,30.02,29.88,0.0
9/9/2024,88.3,70.4,55.6,50.2,43.2,39.4,61.0,40.0,20.0,6.9,0.8,0.0,30.14,30.02,0.0
9/10/2024,90.1,73.3,60.4,53.4,47.3,41.2,72.0,43.0,20.0,5.8,1.3,0.0,30.13,30.0,0.0
9/11/2024,87.8,72.5,58.8,48.4,42.3,26.4,63.0,37.0,12.0,11.6,1.2,0.0,30.09,29.99,0.0
9/12/2024,81.3,71.2,60.4,51.3,46.9,38.5,62.0,43.0,25.0,13.9,2.2,0.0,30.08,30.0,0.0
9/13/2024,74.8,64.5,54.7,51.3,42.6,37.0,69.0,47.0,27.0,15.9,2.8,0.0,30.2,30.08,0.0
9/14/2024,83.3,65.9,54.7,51.6,42.6,36.0,52.0,44.0,29.0,6.9,1.6,0.0,30.24,30.12,0.0
9/15/2024,90.3,71.5,56.8,46.4,37.9,23.9,60.0,34.0,14.0,8.3,0.9,0.0,30.16,30.04,0.0
9/16/2024,86.4,70.7,54.5,37.0,29.9,23.7,42.0,23.0,13.0,10.7,1.9,0.0,30.11,29.97,0.0
9/17/2024,82.4,68.7,58.3,43.7,38.9,34.9,51.0,35.0,21.0,10.7,2.2,0.0,30.03,29.85,0.0
9/18/2024,85.5,69.2,58.8,56.3,49.1,39.9,67.0,50.0,27.0,11.2,1.9,0.0,29.97,29.87,0.0
9/19/2024,78.4,64.2,59.2,58.8,55.4,52.3,91.0,74.0,48.0,9.6,1.6,0.0,30.0,29.92,0.06
9/20/2024,74.8,63.3,56.7,59.4,56.1,54.0,94.0,79.0,53.0,7.6,1.1,0.0,30.02,29.93,0.02
9/21/2024,77.9,66.7,60.3,62.2,57.1,51.3,95.0,74.0,43.0,7.4,1.3,0.0,29.98,29.89,0.0
9/22/2024,78.6,65.1,54.7,55.0,50.9,44.8,87.0,63.0,34.0,10.3,0.9,0.0,30.03,29.89,0.0
9/23/2024,78.4,65.6,53.6,53.8,47.6,42.4,80.0,54.0,32.0,9.2,1.0,0.0,29.97,29.88,0.0
9/24/2024,73.8,62.7,54.9,49.1,41.8,34.3,66.0,47.0,31.0,9.4,1.2,0.0,29.95,29.88,0.0
9/25/2024,72.9,64.3,59.5,63.0,57.0,48.9,90.0,77.0,64.0,11.6,2.3,0.0,29.96,29.9,0.0
9/26/2024,72.7,66.0,61.5,64.0,59.7,55.6,96.0,81.0,59.0,15.4,4.3,0.0,29.92,29.83,0.03
9/27/2024,70.3,60.2,51.1,58.5,44.0,32.7,94.0,60.0,32.0,14.3,2.6,0.0,30.09,29.91,0.0
9/28/2024,72.9,57.2,46.8,38.7,34.8,27.5,71.0,46.0,20.0,9.2,1.1,0.0,30.19,30.08,0.0
9/29/2024,80.2,61.7,46.9,46.8,38.0,31.6,69.0,44.0,19.0,7.4,0.6,0.0,30.19,30.09,0.0
9/30/2024,86.9,66.3,49.6,42.8,39.6,35.8,70.0,41.0,19.0,6.0,0.5,0.0,30.14,30.01,0.0
